tran_id,cust_id,tran_ammount,tran_type,tran_stat_cd,tran_date
032638,CA6413,36592443.26,D,NJ,2023-01-06
032639,CA6577,41525567.08,C,CA,2023-01-06
032640,CA8756,11360181.42,C,AK,2023-01-06
032641,CA7168,8921369.91,C,CA,2023-01-06
032642,CA3974,99240441.82,C,AK,2023-01-06
032643,CA1917,85467461.7,C,NJ,2023-01-06
032644,CA5116,60615295.26,C,WV,2023-01-06
032645,CA8274,21840622.03,C,NJ,2023-01-06
032646,CA3564,31517019.23,D,NJ,2023-01-06
032647,CA1089,14209946.58,D,AZ,2023-01-06
032648,CA2677,50073526.62,C,CA,2023-01-06
032649,CA3294,89306863.54,C,AZ,2023-01-06
032650,CA1839,52931357.99,C,AZ,2023-01-06
032651,CA8967,61007032.27,D,KY,2023-01-06
032652,CA6710,44006622.49,C,WV,2023-01-06
032653,CA0644,48556507.87,D,CA,2023-01-06
032654,CA6319,83968855.2,D,AL,2023-01-06
032655,CA1387,76816880.32,C,NJ,2023-01-06
032656,CA6451,6270764.07,C,CA,2023-01-06
032657,CA0864,33290244.08,C,CA,2023-01-06
032658,CA8966,64318452.8,C,NJ,2023-01-06
032659,CA5578,61355636.32,D,CO,2023-01-06
032660,CA2257,30689729.74,C,AK,2023-01-06
032661,CA4362,68233242.4,D,AK,2023-01-06
032662,CA9746,67692289.73,C,AK,2023-01-06
032663,CA3980,27953767.41,D,AL,2023-01-06
032664,CA0466,58802116.88,C,AL,2023-01-06
032665,CA4245,78799112.15,C,AK,2023-01-06
032666,CA0471,61856079.72,C,AZ,2023-01-06
032667,CA1269,63921045.77,D,AZ,2023-01-06
032668,CA8524,19751470.84,D,AK,2023-01-06
032669,CA7215,15262631.19,D,AL,2023-01-06
032670,CA8554,32155020.92,C,CA,2023-01-06
032671,CA0540,82998923.08,D,WV,2023-01-06
032672,CA7865,79137322.73,C,WV,2023-01-06
032673,CA7908,18396992.71,C,AL,2023-01-06
032674,CA8846,61504722.8,D,CA,2023-01-06
032675,CA6172,97922840.92,C,NJ,2023-01-06
032676,CA5083,7270700.27,C,WV,2023-01-06
032677,CA8511,30489382.11,D,CA,2023-01-06
032678,CA7962,58584107.79,C,NJ,2023-01-06
032679,CA5096,51101842.78,D,AK,2023-01-06
032680,CA3392,52881713.24,C,AL,2023-01-06
032681,CA8839,57314014.16,C,CO,2023-01-06
032682,CA8131,61715106.36,D,KY,2023-01-06
032683,CA6527,44986326.85,D,CO,2023-01-06
032684,CA2265,19184572.24,D,AZ,2023-01-06
032685,CA4891,79842802.72,C,AZ,2023-01-06
032686,CA0279,36646594.6,C,AL,2023-01-06
032687,CA1249,11346463.21,D,KY,2023-01-06
032688,CA8131,65810832.72,C,WV,2023-01-06
032689,CA6483,10434156.0,C,WV,2023-01-06
032690,CA8076,91452546.65,C,NJ,2023-01-06
032691,CA0290,64146432.91,D,AL,2023-01-06
032692,CA0254,2303781.27,C,WV,2023-01-06
032693,CA5163,21785865.72,D,NJ,2023-01-06
032694,CA8494,76201730.1,C,AL,2023-01-06
032695,CA6597,59048833.48,D,AL,2023-01-06
032696,CA1248,76975472.75,D,KY,2023-01-06
032697,CA9958,79859438.94,D,CO,2023-01-06
032698,CA9867,73140061.37,C,AK,2023-01-06
032699,CA8729,44638372.71,C,NJ,2023-01-06
032700,CA6792,90679950.1,C,CO,2023-01-06
032701,CA4230,32746121.12,D,AL,2023-01-06
032702,CA2971,5109539.37,D,NJ,2023-01-06
032703,CA1081,45697186.09,D,WV,2023-01-06
032704,CA5973,82056464.4,C,CA,2023-01-06
032705,CA1396,37128332.14,C,WV,2023-01-06
032706,CA5261,44097360.76,C,CO,2023-01-06
032707,CA2661,65104003.19,C,KY,2023-01-06
032708,CA9197,6417534.84,C,WV,2023-01-06
032709,CA2645,96335188.02,C,CA,2023-01-06
032710,CA2928,43478841.44,D,AK,2023-01-06
032711,CA3659,45474973.16,D,CA,2023-01-06
032712,CA3552,75069209.97,D,WV,2023-01-06
032713,CA0492,22076650.85,D,WV,2023-01-06
032714,CA8554,60721329.46,C,CO,2023-01-06
032715,CA3725,36958475.2,D,CO,2023-01-06
032716,CA6435,3053091.02,C,CA,2023-01-06
032717,CA1543,74269413.5,C,NJ,2023-01-06
032718,CA7608,16897792.13,C,CA,2023-01-06
032719,CA8236,33129461.49,D,CA,2023-01-06
032720,CA6095,96012502.67,C,AL,2023-01-06
032721,CA4871,39340852.71,D,KY,2023-01-06
032722,CA4034,98656887.67,C,AZ,2023-01-06
032723,CA4467,56211120.94,C,CA,2023-01-06
032724,CA7990,15619288.77,C,CO,2023-01-06
032725,CA9533,27269242.96,C,AL,2023-01-06
032726,CA5915,84430824.22,C,NJ,2023-01-06
032727,CA5854,54685035.27,D,NJ,2023-01-06
032728,CA6031,4574752.84,D,CO,2023-01-06
032729,CA1384,64038660.34,D,AL,2023-01-06
032730,CA5444,64186561.54,D,WV,2023-01-06
032731,CA6601,70762719.04,C,AK,2023-01-06
032732,CA7190,74543750.4,D,AL,2023-01-06
032733,CA0076,4306970.01,D,NJ,2023-01-06
032734,CA5585,11010945.75,D,AL,2023-01-06
032735,CA1279,82701338.02,C,AL,2023-01-06
032736,CA1499,36964906.97,C,CO,2023-01-06
032737,CA8234,20435659.08,C,NJ,2023-01-06
032738,CA5020,72477027.23,D,AL,2023-01-06
032739,CA6416,80530255.08,C,AZ,2023-01-06
032740,CA4713,73429836.59,D,KY,2023-01-06
032741,CA8976,1788976.67,D,AZ,2023-01-06
032742,CA1012,8120667.9,C,CA,2023-01-06
032743,CA9887,19198222.04,C,NJ,2023-01-06
032744,CA2183,91566963.82,D,CA,2023-01-06
032745,CA8188,62399929.67,C,WV,2023-01-06
032746,CA1123,82258706.4,C,CA,2023-01-06
032747,CA9365,12780282.24,D,AZ,2023-01-06
032748,CA4785,70004097.29,D,AL,2023-01-06
032749,CA9577,40423299.91,D,KY,2023-01-06
032750,CA9723,84138483.83,D,AK,2023-01-06
032751,CA3150,48050617.26,C,KY,2023-01-06
032752,CA1824,45298229.34,D,WV,2023-01-06
032753,CA2131,88736019.11,C,CA,2023-01-06
032754,CA2560,39457647.6,D,CO,2023-01-06
032755,CA2965,72347065.16,C,AZ,2023-01-06
032756,CA7084,63581436.11,C,NJ,2023-01-06
032757,CA5285,86663528.94,D,AK,2023-01-06
032758,CA7977,72704203.46,D,AL,2023-01-06
032759,CA1639,2037559.75,C,AK,2023-01-06
032760,CA5614,27240302.02,C,KY,2023-01-06
032761,CA9852,46917211.21,D,CO,2023-01-06
032762,CA8607,14123807.39,D,AL,2023-01-06
032763,CA0552,58658523.43,D,AK,2023-01-06
032764,CA4937,65501864.07,C,KY,2023-01-06
032765,CA9527,28530648.48,C,NJ,2023-01-06
032766,CA1799,81933564.83,C,KY,2023-01-06
032767,CA7888,19877787.36,C,NJ,2023-01-06
032768,CA1749,52870580.25,D,AZ,2023-01-06
032769,CA7765,34061090.09,C,WV,2023-01-06
032770,CA4877,45243809.1,D,AK,2023-01-06
032771,CA7909,9333906.46,C,WV,2023-01-06
032772,CA3665,73275356.13,C,CA,2023-01-06
032773,CA0730,77644824.17,C,AZ,2023-01-06
032774,CA8755,14423377.81,C,AK,2023-01-06
032775,CA2383,30497251.05,C,NJ,2023-01-06
032776,CA2880,31361729.35,C,AK,2023-01-06
032777,CA9754,80264214.03,D,CO,2023-01-06
032778,CA1146,14969792.96,D,NJ,2023-01-06
032779,CA6781,97910018.36,D,CO,2023-01-06
032780,CA9672,63193702.48,D,AL,2023-01-06
032781,CA7689,34464736.22,D,CA,2023-01-06
032782,CA6586,83694433.24,D,AZ,2023-01-06
032783,CA5364,65089279.55,D,NJ,2023-01-06
032784,CA6581,97498138.03,D,CO,2023-01-06
032785,CA7695,41253833.37,C,KY,2023-01-06
032786,CA1565,77484028.29,C,AL,2023-01-06
032787,CA0106,97318405.92,D,AL,2023-01-06
032788,CA8744,67466069.2,C,CO,2023-01-06
032789,CA2026,73801743.62,C,KY,2023-01-06
032790,CA1363,79543238.8,C,NJ,2023-01-06
032791,CA4397,86374120.08,C,AZ,2023-01-06
032792,CA6898,22092197.77,C,KY,2023-01-06
032793,CA8808,59394831.71,D,AZ,2023-01-06
032794,CA0887,79775574.24,C,AK,2023-01-06
032795,CA7004,89721688.13,D,AL,2023-01-06
032796,CA3188,93611177.27,C,CO,2023-01-06
032797,CA5654,20492107.8,C,CA,2023-01-06
032798,CA6964,15266793.36,C,WV,2023-01-06
032799,CA3105,17134556.66,C,AK,2023-01-06
032800,CA6688,82775649.87,C,CO,2023-01-06
032801,CA5131,91395560.18,C,CA,2023-01-06
032802,CA6003,487329.51,D,NJ,2023-01-06
032803,CA5567,26175896.31,C,AL,2023-01-06
032804,CA2758,44429694.32,C,AZ,2023-01-06
032805,CA7776,9065616.61,D,AK,2023-01-06
032806,CA3040,47229010.54,D,KY,2023-01-06
032807,CA0630,10425379.51,D,NJ,2023-01-06
032808,CA8913,84124813.32,D,AL,2023-01-06
032809,CA6599,15886615.32,C,AL,2023-01-06
032810,CA6387,82329268.33,C,CA,2023-01-06
032811,CA6493,88322305.4,C,AZ,2023-01-06
032812,CA0219,49807992.16,D,AL,2023-01-06
032813,CA0899,25172046.57,C,CO,2023-01-06
032814,CA8329,21823427.67,C,KY,2023-01-06
032815,CA0939,2681712.14,D,AK,2023-01-06
032816,CA8432,23820657.89,D,AK,2023-01-06
032817,CA9684,70911955.53,C,CA,2023-01-06
032818,CA1226,31034161.81,D,CO,2023-01-06
032819,CA3699,96534259.89,D,KY,2023-01-06
032820,CA7771,48630406.56,D,CA,2023-01-06
032821,CA4682,98364483.13,C,KY,2023-01-06
032822,CA7163,52415605.82,D,NJ,2023-01-06
032823,CA9338,29691615.19,C,CA,2023-01-06
032824,CA7979,78609545.09,D,AZ,2023-01-06
032825,CA4675,46639024.24,D,AL,2023-01-06
032826,CA5390,84421344.38,D,NJ,2023-01-06
032827,CA4931,79847019.78,C,AZ,2023-01-06
032828,CA0533,21804186.45,D,AL,2023-01-06
032829,CA7408,96993442.28,C,CA,2023-01-06
032830,CA5139,42011731.65,D,CO,2023-01-06
032831,CA5542,1215548.58,C,WV,2023-01-06
032832,CA8315,24173918.16,C,AK,2023-01-06
032833,CA4071,98834718.28,C,KY,2023-01-06
032834,CA0255,39240296.44,D,AL,2023-01-06
032835,CA9110,92982329.27,C,WV,2023-01-06
032836,CA0480,45103676.26,D,CO,2023-01-06
032837,CA0585,39577206.9,D,AZ,2023-01-06
032838,CA1642,65600809.21,C,NJ,2023-01-06
032839,CA6721,25785211.01,D,AK,2023-01-06
032840,CA1090,36045980.06,C,AZ,2023-01-06
032841,CA0825,38766835.23,C,NJ,2023-01-06
032842,CA2535,5667380.55,D,AL,2023-01-06
032843,CA4945,50198401.53,C,WV,2023-01-06
032844,CA0130,43027085.46,C,KY,2023-01-06
032845,CA5221,15011406.38,C,CO,2023-01-06
032846,CA0870,93740154.19,D,AK,2023-01-06
032847,CA2746,92523022.09,D,AK,2023-01-06
032848,CA9070,18090316.09,D,AL,2023-01-06
032849,CA4966,32234277.18,D,AZ,2023-01-06
032850,CA0832,16870257.85,D,NJ,2023-01-06
032851,CA2944,53563590.92,C,CO,2023-01-06
032852,CA3375,67346484.2,C,AK,2023-01-06
032853,CA3528,44173012.1,D,AZ,2023-01-06
032854,CA0278,80906726.47,D,KY,2023-01-06
032855,CA5009,96364118.05,D,AZ,2023-01-06
032856,CA7435,47589762.73,D,WV,2023-01-06
032857,CA2626,21984752.65,C,CO,2023-01-06
032858,CA3425,34610269.46,C,AL,2023-01-06
032859,CA0543,42400969.4,D,CO,2023-01-06
032860,CA5925,66331846.6,D,AZ,2023-01-06
032861,CA2894,32890139.61,C,CA,2023-01-06
032862,CA2675,21000664.48,D,NJ,2023-01-06
032863,CA0168,16633306.89,C,KY,2023-01-06
032864,CA4104,40801139.21,C,KY,2023-01-06
032865,CA3922,90240654.59,D,NJ,2023-01-06
032866,CA1096,8500607.96,D,AZ,2023-01-06
032867,CA3310,86869148.94,D,KY,2023-01-06
032868,CA0524,99373199.41,D,AK,2023-01-06
032869,CA8801,37483927.97,C,KY,2023-01-06
032870,CA8421,36703252.49,D,KY,2023-01-06
032871,CA6707,76780512.62,C,WV,2023-01-06
032872,CA0224,24470830.0,C,AK,2023-01-06
032873,CA6989,85705105.07,C,AZ,2023-01-06
032874,CA9057,12335743.25,C,AL,2023-01-06
032875,CA6951,42885939.69,D,KY,2023-01-06
032876,CA5905,18044204.15,C,WV,2023-01-06
032877,CA2642,87284581.59,D,CA,2023-01-06
032878,CA1195,59387220.54,D,CA,2023-01-06
032879,CA2271,75623779.71,D,CA,2023-01-06
032880,CA0840,62522289.64,C,AL,2023-01-06
032881,CA2784,88786533.6,D,NJ,2023-01-06
032882,CA7514,23806961.53,C,NJ,2023-01-06
032883,CA8339,434265.22,C,AZ,2023-01-06
032884,CA3868,51670282.72,D,AL,2023-01-06
032885,CA3161,95727846.64,D,CA,2023-01-06
032886,CA1623,62910742.26,D,AK,2023-01-06
032887,CA8905,97818578.55,D,AK,2023-01-06
032888,CA8383,5945743.83,C,AZ,2023-01-06
032889,CA7340,40612433.39,D,WV,2023-01-06
032890,CA7727,23466882.63,C,CO,2023-01-06
032891,CA3335,83563456.53,D,CA,2023-01-06
032892,CA2662,27984573.48,D,AZ,2023-01-06
032893,CA2487,6767420.99,D,KY,2023-01-06
032894,CA4278,90514974.06,D,CA,2023-01-06
032895,CA0081,88445408.26,C,AK,2023-01-06
032896,CA7433,68423189.69,D,CA,2023-01-06
032897,CA6656,21584006.28,D,WV,2023-01-06
032898,CA1347,83319267.87,D,NJ,2023-01-06
032899,CA4750,79878341.62,C,CA,2023-01-06
032900,CA4984,97835953.0,C,CA,2023-01-06
032901,CA6921,10140488.81,C,NJ,2023-01-06
032902,CA9505,58540008.29,D,KY,2023-01-06
032903,CA0584,52811346.22,C,CO,2023-01-06
032904,CA9630,59251973.15,D,WV,2023-01-06
032905,CA3284,96376284.64,C,CA,2023-01-06
032906,CA2468,54894277.55,C,AZ,2023-01-06
032907,CA0792,48456130.84,D,AL,2023-01-06
032908,CA2759,79453001.8,D,CO,2023-01-06
032909,CA8514,38748205.14,D,AK,2023-01-06
032910,CA0013,70857326.97,C,CA,2023-01-06
032911,CA8461,87963095.57,D,CA,2023-01-06
032912,CA5268,71490521.53,C,AL,2023-01-06
032913,CA4840,78421157.37,C,AL,2023-01-06
032914,CA8488,63309848.21,C,CO,2023-01-06
032915,CA7584,21799978.63,C,AK,2023-01-06
032916,CA6437,88455340.89,D,AZ,2023-01-06
032917,CA8090,77622095.51,D,AL,2023-01-06
032918,CA9614,10812484.13,D,AL,2023-01-06
032919,CA9623,92973861.85,D,AZ,2023-01-06
032920,CA8755,5214026.33,D,AK,2023-01-06
032921,CA2642,8376125.08,D,AK,2023-01-06
032922,CA3206,25263208.42,C,AZ,2023-01-06
032923,CA2889,8131951.87,D,CO,2023-01-06
032924,CA2632,64423950.91,C,WV,2023-01-06
032925,CA1525,78761660.86,C,CA,2023-01-06
032926,CA3217,60132499.53,C,AZ,2023-01-06
032927,CA4738,63602454.57,C,KY,2023-01-06
032928,CA1032,35937630.74,C,KY,2023-01-06
032929,CA8783,35565827.99,C,KY,2023-01-06
032930,CA4234,67452115.85,D,AZ,2023-01-06
032931,CA5138,25032015.15,C,AK,2023-01-06
032932,CA4930,44764302.37,C,CO,2023-01-06
032933,CA3690,67573340.09,D,AZ,2023-01-06
032934,CA7759,25957018.27,D,AZ,2023-01-06
032935,CA1618,47284990.82,C,CA,2023-01-06
032936,CA0010,40517167.52,C,AZ,2023-01-06
032937,CA9002,76563378.08,C,WV,2023-01-06
032938,CA6824,64684794.24,D,KY,2023-01-06
032939,CA3150,15593313.39,D,AZ,2023-01-06
032940,CA4397,65620236.03,D,AZ,2023-01-06
032941,CA8422,94240713.51,C,AZ,2023-01-06
032942,CA8970,23389202.07,C,NJ,2023-01-06
032943,CA3017,50853997.78,C,CA,2023-01-06
032944,CA7213,86126430.64,D,AK,2023-01-06
032945,CA7822,13085466.41,C,CO,2023-01-06
032946,CA1308,25885613.46,C,KY,2023-01-06
032947,CA3655,26968107.37,D,AL,2023-01-06
032948,CA8440,49059681.47,D,AL,2023-01-06
032949,CA6008,95924897.66,D,AL,2023-01-06
032950,CA9489,61177161.82,D,WV,2023-01-06
032951,CA6823,85675754.23,C,NJ,2023-01-06
032952,CA4829,30317542.74,D,WV,2023-01-06
032953,CA5728,10260318.33,D,NJ,2023-01-06
032954,CA1199,50590735.63,C,KY,2023-01-06
032955,CA5970,19670544.2,D,NJ,2023-01-06
032956,CA6487,93073545.44,D,NJ,2023-01-06
032957,CA3839,41315760.1,D,CA,2023-01-06
032958,CA1288,68463945.05,D,AK,2023-01-06
032959,CA5882,79191236.02,C,CO,2023-01-06
032960,CA8765,3269152.94,D,AZ,2023-01-06
032961,CA6650,28615431.31,C,WV,2023-01-06
032962,CA9737,60977628.42,C,AZ,2023-01-06
032963,CA9062,81232863.78,D,WV,2023-01-06
032964,CA3277,17946960.08,D,CA,2023-01-06
032965,CA4501,62055616.1,C,AL,2023-01-06
032966,CA4042,88327346.53,C,KY,2023-01-06
032967,CA9734,69403420.89,C,WV,2023-01-06
032968,CA0538,20749384.0,C,CO,2023-01-06
032969,CA1894,13331338.83,D,AZ,2023-01-06
032970,CA3532,42409653.18,D,AZ,2023-01-06
032971,CA0099,37585187.59,D,NJ,2023-01-06
032972,CA3302,54076333.41,D,WV,2023-01-06
032973,CA4609,58368959.59,C,CO,2023-01-06
032974,CA1176,40227105.03,D,WV,2023-01-06
032975,CA3112,68755762.23,C,AZ,2023-01-06
032976,CA0793,69818046.25,D,KY,2023-01-06
032977,CA4699,23270234.28,D,KY,2023-01-06
032978,CA7207,15993212.43,C,KY,2023-01-06
032979,CA6777,29928418.0,D,CO,2023-01-06
032980,CA9870,2584477.82,D,AL,2023-01-06
032981,CA5732,18807613.03,D,CO,2023-01-06
032982,CA0254,96087268.69,D,WV,2023-01-06
032983,CA1158,92977482.42,C,AL,2023-01-06
032984,CA8371,41232157.49,D,NJ,2023-01-06
032985,CA8453,31136740.37,C,AK,2023-01-06
032986,CA0869,36573497.21,C,AZ,2023-01-06
032987,CA8642,35030078.57,C,NJ,2023-01-06
032988,CA8280,32815325.27,D,AK,2023-01-06
032989,CA1373,35323815.61,C,NJ,2023-01-06
032990,CA2063,34729270.39,D,WV,2023-01-06
032991,CA4713,64518754.53,C,AZ,2023-01-06
032992,CA2542,80505727.02,C,CA,2023-01-06
032993,CA4218,90003812.09,D,AL,2023-01-06
032994,CA2729,27379412.12,C,KY,2023-01-06
032995,CA1921,71654392.71,C,KY,2023-01-06
032996,CA3742,96693435.27,C,AK,2023-01-06
032997,CA8514,50240877.16,D,KY,2023-01-06
032998,CA7905,19689877.91,C,AK,2023-01-06
032999,CA8733,36303452.01,C,AK,2023-01-06
033000,CA8226,35316535.05,C,CA,2023-01-06
033001,CA1119,61706787.16,D,WV,2023-01-06
033002,CA8711,782773.0,D,AZ,2023-01-06
033003,CA4045,82900536.85,C,CA,2023-01-06
033004,CA3832,83874731.61,D,CA,2023-01-06
033005,CA1046,35527798.8,C,AZ,2023-01-06
033006,CA5521,46515804.17,D,AL,2023-01-06
033007,CA8735,99384144.46,D,CA,2023-01-06
033008,CA9140,67406061.82,D,AZ,2023-01-06
033009,CA8195,62823724.89,D,AZ,2023-01-06
033010,CA2523,38190392.81,D,KY,2023-01-06
033011,CA8094,9960553.18,C,WV,2023-01-06
033012,CA7219,81929600.83,C,AZ,2023-01-06
033013,CA7904,38214039.14,C,AK,2023-01-06
033014,CA5114,87306063.26,C,AL,2023-01-06
033015,CA8349,65663631.23,D,NJ,2023-01-06
033016,CA0464,7818095.52,C,CA,2023-01-06
033017,CA1477,21958229.12,D,KY,2023-01-06
033018,CA7594,26950317.43,C,AL,2023-01-06
033019,CA3367,11808963.05,D,KY,2023-01-06
033020,CA5125,24867532.94,D,AL,2023-01-06
033021,CA6781,51313174.78,C,KY,2023-01-06
033022,CA4953,8834739.52,C,AZ,2023-01-06
033023,CA2150,45160650.23,C,NJ,2023-01-06
033024,CA1901,37185075.8,D,KY,2023-01-06
033025,CA8198,90926714.24,D,KY,2023-01-06
033026,CA7908,14885674.42,C,NJ,2023-01-06
033027,CA0921,31118921.64,D,CA,2023-01-06
033028,CA9851,49720524.26,C,AL,2023-01-06
033029,CA7296,37893162.87,C,WV,2023-01-06
033030,CA0233,63345652.82,D,WV,2023-01-06
033031,CA2464,95197320.47,C,KY,2023-01-06
033032,CA3634,2987330.74,C,CA,2023-01-06
033033,CA5399,1374980.06,D,NJ,2023-01-06
033034,CA2961,63087461.41,C,AZ,2023-01-06
033035,CA9044,2450216.98,C,AZ,2023-01-06
033036,CA7230,8602854.19,C,NJ,2023-01-06
033037,CA6903,14033251.68,D,AK,2023-01-06
033038,CA8451,72798812.51,C,NJ,2023-01-06
033039,CA3597,65908460.28,D,AL,2023-01-06
033040,CA4272,43643833.21,C,CA,2023-01-06
033041,CA2596,3587614.65,C,NJ,2023-01-06
033042,CA8118,96019026.67,D,AZ,2023-01-06
033043,CA6967,58766370.48,D,AK,2023-01-06
033044,CA2601,86937162.67,D,CO,2023-01-06
033045,CA0632,40150384.82,C,CA,2023-01-06
033046,CA9344,6544882.35,C,CO,2023-01-06
033047,CA3590,79381648.91,D,CA,2023-01-06
033048,CA8808,77441937.52,C,CO,2023-01-06
033049,CA6478,80197014.0,D,WV,2023-01-06
033050,CA1252,96999535.7,D,AZ,2023-01-06
033051,CA4191,22079022.37,C,NJ,2023-01-06
033052,CA4135,20790119.4,D,CA,2023-01-06
033053,CA8933,61753951.58,C,WV,2023-01-06
033054,CA0486,87460128.15,D,WV,2023-01-06
033055,CA4000,98432247.21,C,CA,2023-01-06
033056,CA4088,27936535.2,D,CA,2023-01-06
033057,CA5892,44437181.46,C,CA,2023-01-06
033058,CA6174,21920178.31,C,NJ,2023-01-06
033059,CA0013,97671354.79,D,NJ,2023-01-06
033060,CA5980,90700756.68,D,KY,2023-01-06
033061,CA3632,59693424.49,C,KY,2023-01-06
033062,CA7472,76574241.81,C,KY,2023-01-06
033063,CA7276,12550939.21,D,KY,2023-01-06
033064,CA3462,15433072.43,D,CO,2023-01-06
033065,CA1488,51763308.72,D,AL,2023-01-06
033066,CA4644,93096971.16,D,NJ,2023-01-06
033067,CA6378,49574066.75,C,CA,2023-01-06
033068,CA0576,57474185.09,D,AK,2023-01-06
033069,CA2861,94864947.62,D,CO,2023-01-06
033070,CA7706,11371686.5,D,KY,2023-01-06
033071,CA1166,69047877.53,C,CO,2023-01-06
033072,CA0949,80661016.18,D,NJ,2023-01-06
033073,CA1718,62860338.29,D,AZ,2023-01-06
033074,CA8940,35435825.07,D,AK,2023-01-06
033075,CA4083,62762604.46,C,KY,2023-01-06
033076,CA9705,19686408.25,D,AZ,2023-01-06
033077,CA1068,65280414.86,D,KY,2023-01-06
033078,CA7457,58068037.06,D,NJ,2023-01-06
033079,CA7671,79978737.72,C,AZ,2023-01-06
033080,CA1050,92996503.23,D,KY,2023-01-06
033081,CA3573,44550550.4,C,AL,2023-01-06
033082,CA5966,23819028.75,D,CA,2023-01-06
033083,CA8908,41929528.61,C,AL,2023-01-06
033084,CA5646,73988251.68,D,AL,2023-01-06
033085,CA6407,63884888.8,D,KY,2023-01-06
033086,CA3989,68748891.75,D,WV,2023-01-06
033087,CA6102,16571306.53,C,WV,2023-01-06
033088,CA9602,61292504.32,C,CA,2023-01-06
033089,CA1725,49586064.65,C,KY,2023-01-06
033090,CA8099,62471570.01,C,WV,2023-01-06
033091,CA0122,73787914.83,D,KY,2023-01-06
033092,CA0402,86209158.14,D,AZ,2023-01-06
033093,CA4429,61410382.65,C,NJ,2023-01-06
033094,CA1561,60776506.31,C,NJ,2023-01-06
033095,CA3387,39004811.86,D,AZ,2023-01-06
033096,CA6322,76634108.93,C,NJ,2023-01-06
033097,CA5686,86802917.59,D,CA,2023-01-06
033098,CA5832,1104043.01,C,CA,2023-01-06
033099,CA6775,24078098.61,D,CO,2023-01-06
033100,CA3766,76621761.17,C,CO,2023-01-06
033101,CA1461,96354171.06,D,AL,2023-01-06
033102,CA3091,47777946.84,D,AK,2023-01-06
033103,CA8913,19505650.46,D,NJ,2023-01-06
033104,CA9808,91516212.07,D,NJ,2023-01-06
033105,CA4333,39137732.26,C,WV,2023-01-06
033106,CA8159,75810655.95,C,KY,2023-01-06
033107,CA5209,94992666.02,D,CA,2023-01-06
033108,CA4024,17012835.91,C,AZ,2023-01-06
033109,CA2196,34292404.71,C,KY,2023-01-06
033110,CA6843,40995925.74,D,CA,2023-01-06
033111,CA7239,90670260.45,D,WV,2023-01-06
033112,CA9944,32943849.67,D,KY,2023-01-06
033113,CA3314,30178378.09,D,CO,2023-01-06
